APPLICATION,DEVICECODE,METERNUMBER,REGISTERNUM,BUILTCONFIG,INSTALLCONFIG,BILLEDFLAG,REGISTERCONFIG,SERIALNUMBER,OTHERDEVICECODE1,OTHERDEVICEID1,OTHERDEVICEMARRY1,OTHERDEVICECODE2,OTHERDEVICEID2,OTHERDEVICEMARRY2,METERMAKE,METERSIZE,METERKIND,METERMODEL,DIALS,DEADZEROES,READTYPE,TESTCIRCLE,AMPS,VOLTS,FLEXFIELD1,FLEXFIELD2,FLEXFIELD3,INITIALINSTALLDATE,CURRENTINSTALLDATE,MULTIPLIER,CTNUMBER,VTNUMBER,PONUMBER,PODATE,PURCHASECOST,RETIREDATE,ASSETTAXDISTRICT,BIDIRECTIONALFLAG,PRIVATELYOWNED,COMMENTS,BATTERYDATE,AMIFLAG,AMITYPE,IPADDRESS,PROBEMETERID,PROBEMETERPASSWORD,PROBEMETERNAME,UPDATEDATE
5,0,"16E645988",1,501,501,"Y",1,"16E645988",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2016-01-01",,1,,,,"2016-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"16E645974",1,501,501,"Y",1,"16E645974",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2016-01-01",,1,,,,"2016-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"16E645985",1,501,501,"Y",1,"16E645985",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2016-01-01",,1,,,,"2016-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"16E645979",1,501,501,"Y",1,"16E645979",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2016-01-01",,1,,,,"2016-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"16E645976",1,501,501,"Y",1,"16E645976",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2016-01-01",,1,,,,"2016-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"16E645992",1,501,501,"Y",1,"16E645992",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2016-01-01",,1,,,,"2016-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"16E645977",1,501,501,"Y",1,"16E645977",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2016-01-01",,1,,,,"2016-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"16E645981",1,501,501,"Y",1,"16E645981",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2016-01-01",,1,,,,"2016-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"16E645987",1,501,501,"Y",1,"16E645987",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2016-01-01",,1,,,,"2016-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"16E645982",1,501,501,"Y",1,"16E645982",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2016-01-01",,1,,,,"2016-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"16E646030",1,501,501,"Y",1,"16E646030",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2016-01-01",,1,,,,"2016-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"16E646015",1,501,501,"Y",1,"16E646015",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2016-01-01",,1,,,,"2016-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"16E646026",1,501,501,"Y",1,"16E646026",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2016-01-01",,1,,,,"2016-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"16E646016",1,501,501,"Y",1,"16E646016",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2016-01-01",,1,,,,"2016-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"16E646019",1,501,501,"Y",1,"16E646019",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2016-01-01",,1,,,,"2016-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"16E646020",1,501,501,"Y",1,"16E646020",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2016-01-01",,1,,,,"2016-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"15C989854",1,501,501,"Y",1,"15C989854",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2016-01-01",,1,,,,"2015-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"16E646197",1,501,501,"Y",1,"16E646197",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2016-01-01",,1,,,,"2016-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"1704614",1,501,501,"Y",1,"1704614",,,,,,,2,12,3,175,5,2,1,,,,12,12,0,"2017-01-01",,1,,,,"2017-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"16E650066",1,501,501,"Y",1,"16E650066",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2017-01-01",,1,,,,"2016-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"17H331697",1,501,501,"Y",1,"17H331697",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2017-01-01",,1,,,,"2017-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"1445020",1,501,501,"Y",1,"1445020",,,,,,,2,14,3,175,5,2,1,,,,14,14,0,"2019-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"15C989932",1,501,501,"Y",1,"15C989932",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2019-01-01",,1,,,,"2015-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"15C989933",1,501,501,"Y",1,"15C989933",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2019-01-01",,1,,,,"2015-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"1911921",1,501,501,"Y",1,"1911921",,,,,,,2,14,3,175,5,2,1,,,,14,14,0,"2020-01-01",,1,,,,"2019-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"20M931896",1,501,501,"Y",1,"20M931896",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2020-01-01",,1,,,,"2020-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"19M088194",1,501,501,"Y",1,"19M088194",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2020-01-01",,1,,,,"2019-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"20P086420",1,501,501,"Y",1,"20P086420",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2020-01-01",,1,,,,"2020-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"2228920",1,501,501,"Y",1,"2228920",,,,,,,2,14,3,175,5,2,1,,,,14,14,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"2228921",1,501,501,"Y",1,"2228921",,,,,,,2,12,3,175,5,2,1,,,,12,12,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P710404",1,501,501,"Y",1,"21P710404",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W053520",1,501,501,"Y",1,"22W053520",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W053572",1,501,501,"Y",1,"22W053572",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W053629",1,501,501,"Y",1,"22W053629",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"23W914159",1,501,501,"Y",1,"23W914159",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2023-01-01",,1,,,,"2023-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W061499",1,501,501,"Y",1,"22W061499",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB01843",1,501,501,"Y",1,"0954112",,,,,,,2,14,3,175,5,2,1,,,,14,14,0,"2010-01-01",,1,,,,"2009-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W294151",1,501,501,"Y",1,"22W294151",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG12U228288",1,501,501,"Y",1,"12U228288",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22T715989",1,501,501,"Y",1,"22T715989",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2021-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"19M088071",1,501,501,"Y",1,"19M088071",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2020-01-01",,1,,,,"2019-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"11P221601",1,501,501,"Y",1,"11P221601",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"16E646173",1,501,501,"Y",1,"16E646173",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2016-01-01",,1,,,,"2016-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P710518",1,501,501,"Y",1,"21P710518",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W490515",1,501,501,"Y",1,"22W490515",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"23X592693",1,501,501,"Y",1,"23X592693",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2023-01-01",,1,,,,"2023-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W294060",1,501,501,"Y",1,"22W294060",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P938808",1,501,501,"Y",1,"21P938808",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W471889",1,501,501,"Y",1,"13W471889",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P938855",1,501,501,"Y",1,"21P938855",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"20P675401",1,501,501,"Y",1,"20P675401",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2020-01-01",,1,,,,"2020-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W461442",1,501,501,"Y",1,"13W461442",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG14Y503756",1,501,501,"Y",1,"14Y503756",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2014-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"19M088290",1,501,501,"Y",1,"19M088290",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2019-01-01",,1,,,,"2019-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"14Y503581",1,501,501,"Y",1,"14Y503581",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2015-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P938705",1,501,501,"Y",1,"21P938705",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W294223",1,501,501,"Y",1,"22W294223",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P938548",1,501,501,"Y",1,"21P938548",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"17H331672",1,501,501,"Y",1,"17H331672",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2013-01-01",,1,,,,"2017-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W294057",1,501,501,"Y",1,"22W294057",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W086057",1,501,501,"Y",1,"13W086057",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W294044",1,501,501,"Y",1,"22W294044",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"23X592745",1,501,501,"Y",1,"23X592745",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2023-01-01",,1,,,,"2023-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P710413",1,501,501,"Y",1,"21P710413",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W472013",1,501,501,"Y",1,"13W472013",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W471897",1,501,501,"Y",1,"13W471897",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"20M931818",1,501,501,"Y",1,"20M931818",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2020-01-01",,1,,,,"2020-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"2228919",1,501,501,"Y",1,"2228919",,,,,,,2,14,3,175,5,2,1,,,,14,14,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W294135",1,501,501,"Y",1,"22W294135",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P744471",1,501,501,"Y",1,"21P744471",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"19M088282",1,501,501,"Y",1,"19M088282",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2019-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P744309",1,501,501,"Y",1,"21P744309",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22T716013",1,501,501,"Y",1,"22T716013",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2021-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"24Y439139",1,501,501,"Y",1,"24Y439139",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2024-01-01",,1,,,,"2024-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"24Y439140",1,501,501,"Y",1,"24Y439140",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2024-01-01",,1,,,,"2024-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"24Y439141",1,501,501,"Y",1,"24Y439141",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2024-01-01",,1,,,,"2024-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P710409",1,501,501,"Y",1,"21P710409",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P938676",1,501,501,"Y",1,"21P938676",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"245361",1,501,501,"Y",1,"nan",,,,,,,99,99,99,99,7,2,1,,,,99,99,0,"2018-01-01",,1,,,,"1999-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG12U228347",1,501,501,"Y",1,"12U228347",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2013-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P710410",1,501,501,"Y",1,"21P710410",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"13W086189",1,501,501,"Y",1,"13W086189",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2011-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG14Y503738",1,501,501,"Y",1,"14Y503738",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2014-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W053510",1,501,501,"Y",1,"22W053510",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"2052297",1,501,501,"Y",1,"2052297",,,,,,,2,7,3,175,5,2,1,,,,7,7,0,"2020-01-01",,1,,,,"2020-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"19M088316",1,501,501,"Y",1,"19M088316",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2019-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG11P357633",1,501,501,"Y",1,"11P357633",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22T716010",1,501,501,"Y",1,"22T716010",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2021-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG1201192",1,501,501,"Y",1,"1201192",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P710358",1,501,501,"Y",1,"21P710358",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB01559",1,501,501,"Y",1,"09L035285",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2010-01-01",,1,,,,"2009-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P938870",1,501,501,"Y",1,"21P938870",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG14Y503726",1,501,501,"Y",1,"14Y503726",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2014-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P938854",1,501,501,"Y",1,"21P938854",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22T716008",1,501,501,"Y",1,"22T716008",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2021-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W294052",1,501,501,"Y",1,"22W294052",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P744329",1,501,501,"Y",1,"21P744329",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"19M088285",1,501,501,"Y",1,"19M088285",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2019-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21T645510",1,501,501,"Y",1,"21T645510",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG12U228262",1,501,501,"Y",1,"12U228262",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"23W914053",1,501,501,"Y",1,"23W914053",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2023-01-01",,1,,,,"2023-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG12U228307",1,501,501,"Y",1,"12U228307",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG12U228437",1,501,501,"Y",1,"12U228437",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W002324",1,501,501,"Y",1,"13W002324",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2012-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG12U228431",1,501,501,"Y",1,"12U228431",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"1704615",1,501,501,"Y",1,"1704615",,,,,,,2,40,3,99,5,2,1,,,,40,40,0,"2017-01-01",,1,,,,"2017-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG12U228440",1,501,501,"Y",1,"12U228440",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG12U228453",1,501,501,"Y",1,"12U228453",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"20P675432",1,501,501,"Y",1,"20P675432",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2020-01-01",,1,,,,"2020-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P938884",1,501,501,"Y",1,"21P938884",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"19M088319",1,501,501,"Y",1,"19M088319",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2019-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P710514",1,501,501,"Y",1,"21P710514",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG12U228415",1,501,501,"Y",1,"12U228415",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG12U228410",1,501,501,"Y",1,"12U228410",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG12U228394",1,501,501,"Y",1,"12U228394",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG12U228280",1,501,501,"Y",1,"12U228280",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02101",1,501,501,"Y",1,"B02101",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2010-01-01",,1,,,,"2010-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W053615",1,501,501,"Y",1,"22W053615",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"15C989822",1,501,501,"Y",1,"15C989822",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2013-01-01",,1,,,,"2015-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02127",1,501,501,"Y",1,"B02127",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2010-01-01",,1,,,,"2010-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG12U228455",1,501,501,"Y",1,"12U228455",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"19M088073",1,501,501,"Y",1,"19M088073",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2019-01-01",,1,,,,"2019-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W111059",1,501,501,"Y",1,"13W111059",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG12T091229",1,501,501,"Y",1,"12T091229",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2010-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13X111069",1,501,501,"Y",1,"13X111069",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W014038",1,501,501,"Y",1,"13W014038",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"20P675413",1,501,501,"Y",1,"20P675413",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2020-01-01",,1,,,,"2020-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W061545",1,501,501,"Y",1,"22W061545",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W461334",1,501,501,"Y",1,"13W461334",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG12U228287",1,501,501,"Y",1,"12U228287",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W461293",1,501,501,"Y",1,"13W461293",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG12U228429",1,501,501,"Y",1,"12U228429",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W293990",1,501,501,"Y",1,"22W293990",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
